show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s746,Movie,Silent Garden,Susan Carter,"Actor 82, Actor 263, Actor 45, Actor 294, Actor 240, Actor 98",Nigeria,"May 15, 2015",2012,TV-G,173 min,"Documentaries, Horror Movies, Crime TV Shows",A gripping tale about revenge.
s747,Movie,Midnight Game,,"Actor 11, Actor 206, Actor 295, Actor 151, Actor 4",Brazil,"January 8, 2020",2020,PG,114 min,International TV Shows,A heartwarming tale about ambition.
s748,Movie,Midnight City,Elena Petrova,"Actor 295, Actor 182, Actor 296",United Kingdom,"April 10, 2016",2015,TV-PG,72 min,Kids' TV,A dark tale about family.
s749,TV Show,Silent Dream,,"Actor 168, Actor 162",,"April 10, 2016",2015,TV-PG,7 Seasons,Sports Movies,A heartwarming tale about love.
s750,Movie,Final Echo,Elena Petrova,"Actor 193, Actor 14",Spain,"July 2, 2021",2020,TV-G,116 min,"Action & Adventure, Sports Movies",A quirky tale about ambition.
s751,TV Show,A Journey,,"Actor 297, Actor 265, Actor 63, Actor 84, Actor 108, Actor 62",Spain,"December 11, 2021",2020,TV-Y,4 Seasons,Sci-Fi & Fantasy,A dark tale about love.
s752,Movie,Silent Story,Elena Petrova,"Actor 4, Actor 195",Nigeria,"June 12, 2017",2017,PG-13,167 min,Romantic Movies,A thrilling tale about revenge.
s753,TV Show,A Storm,,"Actor 242, Actor 9, Actor 141, Actor 166, Actor 24",United Kingdom,"October 1, 2021",2020,TV-PG,9 Seasons,Stand-Up Comedy,A quirky tale about family.
s754,Movie,Forgotten Legacy,,"Actor 191, Actor 213, Actor 81, Actor 215",United Kingdom,"March 24, 2018",2014,TV-PG,106 min,Sci-Fi & Fantasy,A heartwarming tale about family.
s755,Movie,Secret Truth,,"Actor 136, Actor 165, Actor 15, Actor 14",Japan,"January 24, 2013",2010,TV-PG,176 min,"Dramas, Kids' TV",A quirky tale about ambition.
s756,TV Show,Last Journey,,"Actor 8, Actor 179",,"February 4, 2018",2015,TV-G,8 Seasons,"Thrillers, Documentaries, Anime Series",A gripping tale about love.
s757,Movie,Final Echo,Tom Bennett,"Actor 166, Actor 277, Actor 188",Brazil,"August 16, 2019",2019,R,76 min,Kids' TV,A heartwarming tale about revenge.
s758,Movie,A Code,Susan Carter,"Actor 145, Actor 54, Actor 128, Actor 116, Actor 129",United Kingdom,"June 23, 2021",2020,TV-G,145 min,"Kids' TV, Sports Movies, Anime Series",A thrilling tale about revenge.
s759,Movie,Midnight Storm,Kenji Watanabe,"Actor 18, Actor 198, Actor 25, Actor 102, Actor 94, Actor 8",United Kingdom,"March 13, 2020",2019,PG,61 min,"Thrillers, Sports Movies, Crime TV Shows",A heartwarming tale about ambition.
s760,Movie,Beyond Game,,"Actor 280, Actor 226, Actor 61, Actor 144",Mexico,"June 6, 2021",2020,PG-13,103 min,"Sci-Fi & Fantasy, Kids' TV",A quirky tale about family.
s761,Movie,Midnight Garden,,"Actor 33, Actor 188, Actor 219, Actor 14",Germany,"August 27, 2014",2013,TV-14,75 min,"Stand-Up Comedy, International TV Shows, Documentaries",A thrilling tale about love.
s762,Movie,Silent Story,,"Actor 204, Actor 262, Actor 100",United Kingdom,"January 7, 2021",2020,PG,127 min,"Sci-Fi & Fantasy, Documentaries, Anime Series",A dark tale about ambition.
s763,Movie,Silent Dream,,"Actor 272, Actor 86, Actor 192",United Kingdom,"November 21, 2014",2013,R,167 min,"Documentaries, Kids' TV, Anime Series",A quirky tale about revenge.
s764,Movie,Broken Shadow,David Lee,"Actor 216, Actor 244, Actor 240, Actor 165, Actor 70, Actor 154",United States,"November 10, 2016",2012,R,178 min,"Anime Series, Sports Movies, Comedies",A gripping tale about survival.
s765,Movie,Golden Empire,Kenji Watanabe,"Actor 201, Actor 82, Actor 215",South Korea,"June 3, 2020",2019,R,95 min,Sports Movies,A quirky tale about family.
s766,TV Show,Hidden Storm,,"Actor 106, Actor 228, Actor 73",Mexico,"January 21, 2018",2016,TV-14,9 Seasons,"Comedies, Sci-Fi & Fantasy, Horror Movies",A dark tale about survival.
s767,Movie,Golden Shadow,Susan Carter,"Actor 233, Actor 79, Actor 37, Actor 175, Actor 140, Actor 21",South Korea,"February 21, 2021",2020,TV-G,114 min,"Documentaries, Stand-Up Comedy, Reality TV",A quirky tale about love.
s768,Movie,A Story,,"Actor 186, Actor 124, Actor 254, Actor 222, Actor 216, Actor 30",Mexico,"December 24, 2015",2013,PG-13,175 min,"Horror Movies, Kids' TV",A thrilling tale about survival.
s769,Movie,Secret Dream,Susan Carter,"Actor 52, Actor 249",Canada,"October 14, 2020",2019,PG-13,73 min,"Thrillers, Kids' TV, Anime Series",A dark tale about survival.
s770,Movie,Rising Echo,,"Actor 22, Actor 56, Actor 51, Actor 295, Actor 49",India,"June 19, 2021",2021,TV-Y,164 min,"Stand-Up Comedy, Sports Movies",A gripping tale about love.
s771,Movie,Golden Empire,Elena Petrova,"Actor 268, Actor 20, Actor 205, Actor 222, Actor 14, Actor 111",Brazil,"February 10, 2017",2015,TV-Y,162 min,Stand-Up Comedy,A quirky tale about love.
s772,Movie,Eternal Dream,Aisha Khan,"Actor 142, Actor 229, Actor 25",Japan,"March 7, 2020",2018,NR,158 min,"Horror Movies, Crime TV Shows, Stand-Up Comedy",A quirky tale about love.
s773,TV Show,Last Empire,,"Actor 46, Actor 171, Actor 181, Actor 276, Actor 117",Japan,"December 3, 2020",2020,TV-Y,6 Seasons,"Documentaries, Sci-Fi & Fantasy, Romantic Movies",A heartwarming tale about love.
s774,TV Show,Golden Dream,,"Actor 225, Actor 186, Actor 82, Actor 87",Japan,"October 10, 2010",2009,NR,9 Seasons,"Kids' TV, Documentaries, Romantic Movies",A dark tale about family.
s775,Movie,A Code,,"Actor 135, Actor 75, Actor 175, Actor 273, Actor 182",South Korea,"February 28, 2017",2014,PG-13,138 min,"Comedies, Crime TV Shows, Action & Adventure",A quirky tale about family.
s776,Movie,Last Storm,Tom Bennett,"Actor 254, Actor 115",,"April 8, 2020",2019,TV-G,142 min,Documentaries,A gripping tale about love.
s777,Movie,The Empire,,"Actor 225, Actor 213, Actor 285, Actor 283, Actor 291",Canada,"October 13, 2021",2017,TV-Y,155 min,"Stand-Up Comedy, Sci-Fi & Fantasy",A thrilling tale about love.
s778,Movie,Midnight Echo,Maria Gonzalez,"Actor 277, Actor 183, Actor 40, Actor 69",Japan,"September 19, 2021",2020,TV-PG,72 min,"Stand-Up Comedy, Thrillers, Kids' TV",A thrilling tale about family.
s779,TV Show,Hidden Legacy,,"Actor 284, Actor 115, Actor 239, Actor 138",Brazil,"October 15, 2021",2020,TV-G,7 Seasons,Dramas,A dark tale about survival.
s780,Movie,The Echo,Aisha Khan,"Actor 76, Actor 33, Actor 182, Actor 34, Actor 142",Brazil,"December 20, 2016",2016,TV-G,115 min,"Sci-Fi & Fantasy, Documentaries, Romantic Movies",A heartwarming tale about survival.
s781,Movie,Lost Storm,Tom Bennett,"Actor 120, Actor 292, Actor 261, Actor 209",United Kingdom,"June 28, 2021",2020,TV-MA,138 min,Stand-Up Comedy,A thrilling tale about ambition.
s782,Movie,A Heart,Susan Carter,"Actor 212, Actor 83, Actor 100, Actor 128, Actor 92, Actor 93",United States,"December 4, 2021",2019,PG,71 min,Romantic Movies,A dark tale about survival.
s783,TV Show,Broken Code,,"Actor 71, Actor 176, Actor 94, Actor 50, Actor 160",Japan,"May 16, 2017",2014,TV-14,3 Seasons,"Action & Adventure, Sports Movies",A thrilling tale about family.
s784,Movie,Forgotten Story,,"Actor 11, Actor 32, Actor 286, Actor 31",Mexico,"January 17, 2018",2017,TV-MA,60 min,"Romantic Movies, International TV Shows",A gripping tale about ambition.
s785,Movie,Rising Story,Kenji Watanabe,"Actor 256, Actor 94, Actor 275",Canada,"November 5, 2021",2021,PG,133 min,Sports Movies,A quirky tale about revenge.
s786,Movie,Rising Empire,Elena Petrova,"Actor 20, Actor 276",,"May 10, 2021",2021,TV-14,104 min,"Documentaries, Anime Series, Kids' TV",A heartwarming tale about family.
s787,Movie,Hidden Journey,,"Actor 233, Actor 281, Actor 200, Actor 230",India,"June 8, 2019",2019,PG,78 min,Reality TV,A quirky tale about revenge.
s788,TV Show,The Dream,,"Actor 246, Actor 51",,"September 19, 2020",2018,NR,9 Seasons,"Horror Movies, Action & Adventure, International TV Shows",A thrilling tale about revenge.
s789,Movie,Beyond Shadow,,"Actor 207, Actor 223, Actor 194, Actor 43, Actor 252",United States,"September 16, 2020",2018,TV-Y,99 min,"Sci-Fi & Fantasy, Sports Movies",A thrilling tale about family.
s790,Movie,The Legacy,Susan Carter,"Actor 293, Actor 278, Actor 89, Actor 161",Australia,"January 10, 2011",2011,TV-Y,84 min,"Kids' TV, Dramas",A quirky tale about ambition.
s791,Movie,Last City,Aisha Khan,"Actor 110, Actor 51",Spain,"December 11, 2021",2021,TV-14,151 min,Thrillers,A heartwarming tale about ambition.
s792,Movie,The Kingdom,David Lee,"Actor 60, Actor 149, Actor 3",,"March 13, 2017",2015,R,107 min,"Dramas, Documentaries",A heartwarming tale about ambition.
s793,Movie,Eternal Shadow,David Lee,"Actor 159, Actor 105, Actor 140, Actor 210, Actor 6, Actor 213",,"April 27, 2019",2017,TV-G,92 min,"Dramas, Horror Movies, Stand-Up Comedy",A quirky tale about family.
s794,TV Show,Golden Journey,,"Actor 37, Actor 59, Actor 60",United Kingdom,"February 6, 2021",2021,NR,6 Seasons,"International TV Shows, Horror Movies, Stand-Up Comedy",A quirky tale about love.
s795,Movie,Secret Empire,,"Actor 56, Actor 62, Actor 203, Actor 104",India,"April 5, 2021",2018,NR,64 min,"Thrillers, Comedies",A gripping tale about revenge.
s796,Movie,Broken Journey,Susan Carter,"Actor 124, Actor 224",Brazil,"August 20, 2018",2017,TV-MA,144 min,"Sci-Fi & Fantasy, Action & Adventure, Sports Movies",A heartwarming tale about love.
s797,Movie,The Journey,Aisha Khan,"Actor 90, Actor 180, Actor 237, Actor 103",,"July 5, 2021",2019,PG-13,124 min,Action & Adventure,A heartwarming tale about revenge.
s798,Movie,Lost Game,Rajiv Mehta,"Actor 36, Actor 126, Actor 271, Actor 148, Actor 286",United Kingdom,"January 4, 2016",2014,TV-14,112 min,"Kids' TV, Dramas, Anime Series",A heartwarming tale about love.
s799,Movie,Last Echo,Susan Carter,"Actor 4, Actor 196, Actor 2",Brazil,"October 4, 2014",2011,R,157 min,"Dramas, Anime Series, Kids' TV",A gripping tale about family.
s800,Movie,Final Game,,"Actor 145, Actor 199, Actor 231, Actor 122, Actor 252",Brazil,"August 5, 2019",2016,TV-G,128 min,"Action & Adventure, Documentaries",A thrilling tale about revenge.
s801,TV Show,Broken Shadow,,"Actor 189, Actor 11, Actor 222",Nigeria,"August 14, 2016",2016,NR,4 Seasons,Reality TV,A thrilling tale about revenge.
s802,TV Show,Broken Echo,,"Actor 236, Actor 232, Actor 228, Actor 199, Actor 238",Japan,"March 24, 2019",2016,NR,4 Seasons,Stand-Up Comedy,A heartwarming tale about ambition.
s803,Movie,Rising Code,,"Actor 187, Actor 238, Actor 281, Actor 210, Actor 192, Actor 158",Canada,"February 18, 2020",2017,TV-G,98 min,"Romantic Movies, Dramas, Action & Adventure",A heartwarming tale about love.
s804,Movie,Last Storm,David Lee,"Actor 222, Actor 93, Actor 227, Actor 13, Actor 106, Actor 198",Brazil,"December 22, 2021",2019,TV-PG,142 min,"Anime Series, Sci-Fi & Fantasy",A heartwarming tale about revenge.
s805,Movie,Golden Legacy,Kenji Watanabe,"Actor 162, Actor 272, Actor 19, Actor 50, Actor 34",India,"June 28, 2010",2010,TV-14,100 min,"Action & Adventure, Stand-Up Comedy",A heartwarming tale about revenge.
s806,Movie,A Dream,,"Actor 299, Actor 229, Actor 244, Actor 174",Australia,"February 26, 2016",2014,NR,80 min,Documentaries,A quirky tale about family.
s807,Movie,Hidden Truth,Kenji Watanabe,"Actor 283, Actor 241, Actor 144, Actor 128, Actor 59, Actor 76",,"March 13, 2017",2017,TV-G,108 min,"Documentaries, Sci-Fi & Fantasy",A gripping tale about ambition.
s808,Movie,Rising Dream,Elena Petrova,"Actor 293, Actor 94, Actor 230, Actor 11, Actor 252, Actor 291",Japan,"June 3, 2020",2020,TV-PG,77 min,"International TV Shows, Horror Movies, Romantic Movies",A heartwarming tale about family.
s809,TV Show,Forgotten Storm,,"Actor 165, Actor 150, Actor 43",Japan,"January 20, 2021",2019,TV-Y,3 Seasons,"Action & Adventure, Kids' TV",A thrilling tale about ambition.
s810,TV Show,The Game,,"Actor 86, Actor 27, Actor 123, Actor 157",France,"June 2, 2020",2017,PG-13,8 Seasons,"Kids' TV, Dramas",A heartwarming tale about ambition.
s811,Movie,Hidden Kingdom,Tom Bennett,"Actor 103, Actor 241, Actor 195, Actor 199, Actor 19",Australia,"June 12, 2021",2019,NR,169 min,"Romantic Movies, Stand-Up Comedy",A thrilling tale about revenge.
s812,TV Show,Lost Shadow,,"Actor 99, Actor 251, Actor 145, Actor 137, Actor 43, Actor 231",,"September 4, 2021",2019,TV-MA,3 Seasons,Comedies,A heartwarming tale about love.
s813,Movie,Hidden Garden,Maria Gonzalez,"Actor 39, Actor 5",Australia,"October 3, 2011",2009,TV-PG,134 min,"Reality TV, Thrillers, Horror Movies",A thrilling tale about family.
s814,Movie,The Code,Kenji Watanabe,"Actor 42, Actor 96, Actor 47",Australia,"July 26, 2021",2021,R,86 min,Stand-Up Comedy,A gripping tale about survival.
s815,Movie,Silent Legacy,Elena Petrova,"Actor 254, Actor 96, Actor 241",France,"January 15, 2021",2020,TV-PG,124 min,Comedies,A heartwarming tale about revenge.
s816,Movie,Final City,,"Actor 64, Actor 39, Actor 97",United Kingdom,"March 13, 2021",2020,PG-13,136 min,"Kids' TV, Horror Movies",A thrilling tale about revenge.
s817,Movie,Rising Dream,Maria Gonzalez,"Actor 4, Actor 129, Actor 145, Actor 83, Actor 34, Actor 32",India,"October 25, 2018",2018,TV-Y,70 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Thrillers",A gripping tale about family.
s818,Movie,Forgotten Echo,Aisha Khan,"Actor 34, Actor 292, Actor 135, Actor 164, Actor 231, Actor 184",Australia,"August 10, 2021",2020,TV-G,100 min,"Stand-Up Comedy, Action & Adventure, Reality TV",A dark tale about revenge.
s819,Movie,Midnight Truth,Elena Petrova,"Actor 167, Actor 207, Actor 238, Actor 238, Actor 232",United Kingdom,"July 1, 2017",2014,TV-PG,160 min,"Romantic Movies, Reality TV",A heartwarming tale about survival.
s820,Movie,Broken Garden,,"Actor 78, Actor 95, Actor 112",India,"March 9, 2012",2009,PG,85 min,Thrillers,A quirky tale about revenge.
s821,Movie,Rising City,Tom Bennett,"Actor 98, Actor 250, Actor 256",South Korea,"August 22, 2018",2017,TV-MA,105 min,Comedies,A thrilling tale about survival.
s822,Movie,Last Legacy,,"Actor 111, Actor 214, Actor 252, Actor 7, Actor 158",Mexico,"November 20, 2016",2014,TV-Y,138 min,Anime Series,A heartwarming tale about ambition.
s823,Movie,Lost Dream,Kenji Watanabe,"Actor 290, Actor 243, Actor 33, Actor 10",Spain,"April 11, 2018",2017,R,176 min,"Horror Movies, Thrillers",A thrilling tale about ambition.
s824,Movie,Forgotten Dream,Maria Gonzalez,"Actor 165, Actor 294, Actor 118",Australia,"April 16, 2020",2019,TV-G,173 min,Crime TV Shows,A dark tale about family.
s825,Movie,Last Heart,Aisha Khan,"Actor 271, Actor 252",Spain,"February 15, 2021",2019,TV-Y,159 min,Sci-Fi & Fantasy,A thrilling tale about revenge.
s826,Movie,Forgotten Kingdom,Elena Petrova,"Actor 115, Actor 2, Actor 168",Japan,"September 5, 2021",2020,PG-13,100 min,"Crime TV Shows, Anime Series",A dark tale about revenge.
s827,TV Show,Eternal Legacy,,"Actor 62, Actor 152, Actor 32, Actor 100, Actor 269, Actor 259",France,"July 23, 2018",2015,TV-MA,5 Seasons,Documentaries,A thrilling tale about family.
s828,Movie,Eternal Garden,David Lee,"Actor 189, Actor 239",Nigeria,"August 21, 2021",2021,TV-Y,131 min,Anime Series,A quirky tale about love.
s829,Movie,Secret Game,Tom Bennett,"Actor 233, Actor 146, Actor 84",Brazil,"February 2, 2013",2013,PG,130 min,"Crime TV Shows, Documentaries",A thrilling tale about survival.
s830,Movie,Eternal Truth,,"Actor 203, Actor 92, Actor 168, Actor 18",Mexico,"October 2, 2020",2016,NR,67 min,"Stand-Up Comedy, Sports Movies, Documentaries",A quirky tale about family.
s831,TV Show,Last Journey,,"Actor 268, Actor 84",Australia,"June 11, 2017",2015,TV-14,7 Seasons,Thrillers,A quirky tale about ambition.
s832,Movie,Broken Storm,David Lee,"Actor 281, Actor 46, Actor 107",Spain,"April 8, 2016",2014,TV-MA,142 min,"Kids' TV, Dramas, Reality TV",A heartwarming tale about survival.
s833,Movie,Beyond Garden,Maria Gonzalez,"Actor 71, Actor 257, Actor 164",Japan,"January 17, 2020",2017,PG-13,123 min,Horror Movies,A quirky tale about ambition.
s834,Movie,Beyond Heart,Rajiv Mehta,"Actor 118, Actor 299, Actor 252",United States,"October 12, 2017",2017,NR,175 min,Romantic Movies,A heartwarming tale about revenge.
s835,Movie,Final Storm,,"Actor 137, Actor 285, Actor 192, Actor 262",South Korea,"October 9, 2015",2014,PG,85 min,"Sports Movies, International TV Shows",A quirky tale about family.
s836,Movie,Golden Kingdom,Elena Petrova,"Actor 263, Actor 208, Actor 105, Actor 95, Actor 58, Actor 22",South Korea,"April 25, 2021",2020,PG-13,166 min,"Horror Movies, Action & Adventure, Anime Series",A thrilling tale about love.
s837,Movie,Eternal Storm,Maria Gonzalez,"Actor 130, Actor 112, Actor 262, Actor 13, Actor 159, Actor 7",Canada,"April 16, 2021",2020,TV-Y,152 min,"Thrillers, Romantic Movies",A dark tale about revenge.
s838,TV Show,Golden City,,"Actor 147, Actor 128, Actor 40, Actor 55, Actor 1, Actor 16",Brazil,"May 1, 2011",2011,PG-13,8 Seasons,"Anime Series, Documentaries, Comedies",A gripping tale about love.
s839,Movie,Beyond Truth,Aisha Khan,"Actor 144, Actor 214",Mexico,"February 10, 2010",2010,TV-PG,93 min,"Sports Movies, Sci-Fi & Fantasy",A heartwarming tale about family.
s840,TV Show,Lost Storm,,"Actor 244, Actor 90",United States,"August 28, 2014",2013,NR,5 Seasons,Stand-Up Comedy,A dark tale about survival.
s841,Movie,Lost Journey,Maria Gonzalez,"Actor 204, Actor 194",United States,"August 14, 2013",2010,TV-PG,61 min,"Sports Movies, Dramas, Horror Movies",A gripping tale about love.
s842,TV Show,Lost Game,,"Actor 137, Actor 13, Actor 140",,"January 21, 2018",2015,TV-MA,7 Seasons,"Thrillers, Sci-Fi & Fantasy, Action & Adventure",A gripping tale about love.
s843,Movie,Hidden Dream,Elena Petrova,"Actor 279, Actor 84, Actor 192, Actor 191, Actor 283",Germany,"July 6, 2016",2014,TV-Y,107 min,"Crime TV Shows, Sci-Fi & Fantasy",A thrilling tale about revenge.
s844,TV Show,Forgotten Echo,,"Actor 278, Actor 209, Actor 185, Actor 222, Actor 45",Brazil,"June 12, 2017",2016,TV-G,8 Seasons,"Documentaries, Dramas, Crime TV Shows",A dark tale about revenge.
s845,Movie,Silent Storm,Kenji Watanabe,"Actor 72, Actor 106, Actor 203, Actor 42, Actor 215, Actor 58",Germany,"February 19, 2021",2018,TV-MA,92 min,"Horror Movies, Documentaries, Stand-Up Comedy",A heartwarming tale about love.
s846,Movie,Midnight Code,Aisha Khan,"Actor 203, Actor 268, Actor 202, Actor 113, Actor 296, Actor 180",Australia,"April 21, 2017",2017,TV-G,79 min,"Sports Movies, Sci-Fi & Fantasy, Action & Adventure",A gripping tale about ambition.
s847,TV Show,Golden Journey,,"Actor 157, Actor 124",Nigeria,"September 21, 2018",2017,TV-14,4 Season,Dramas,A thrilling tale about family.
s848,Movie,Rising Garden,,"Actor 35, Actor 130",Spain,"June 22, 2021",2021,TV-Y,61 min,"Anime Series, International TV Shows, Crime TV Shows",A quirky tale about love.
s849,Movie,Broken Heart,,"Actor 22, Actor 252, Actor 17, Actor 256, Actor 164",Japan,"July 25, 2013",2010,NR,158 min,Romantic Movies,A dark tale about ambition.
s850,TV Show,Eternal Game,,"Actor 195, Actor 20",Spain,"August 9, 2020",2020,NR,2 Seasons,Stand-Up Comedy,A gripping tale about survival.
